Sample,Month,Season,Year,Zone,Station,Batch,SecchiDiskDepth,Silica,Sulfate,Temperature,Turbidity,Alkalinity,Ammonia,Pheophytin.a,Chlorophyll.a,TotalDepth,DissolvedOxygen,Nitrate.Nitrite,Phosphate.Ortho,Phosphate.Total,pH,Total.Nitrogen,TN.TP.ratio,Microcystis.Abundance,Microcystin.RR,Microcystin.WR,Microcystin.YR,Microcystin,Microcystin.HILR,Microcystin.HTYR,Microcystin.LA,Microcystin.LF,Microcystin.LR,Microcystin.LW,Microcystin.LY,Anatoxin.a,Cylindrospermopsin,S,N,H,J,inv.D
POLE3S_4_21,4,dry,3,Nearshore,POLE3S,PAIS3,0.5,9.52,22.5,21.6,12.6,97,0.019,0.278,8.31,1.7,8.46,0.335,0.07,0.115,8.4,1.25,10.87,0.001498629,0,0,0,0,0,0,0,0,0,0,0,0,0,663,30164,5.532327208,0.851549764,103.9563457
POLE3S_5_21,5,wet,3,Nearshore,POLE3S,PAIS1,0.2,10.2,22.6,28.1,14.9,100,0.015,0.394,9.58,1.4,7.43,0.058,0.052,0.112,8.5,1.86,16.607,0.002841113,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,2.2,-0.25,-0.1,-0.25,-0.1,514,38563,5.450082913,0.873099644,125.7824558
POLE3S_6_21,6,wet,3,Nearshore,POLE3S,PAIS1,0.4,9.73,23,27.9,11.7,100,0.011,0.152,3.82,1.1,6.6,0.305,0.087,0.129,8.2,1.16,8.992,7.90E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,368,30048,4.889433702,0.827583796,65.00535835
POLE3S_7_21,7,wet,3,Nearshore,POLE3S,PAIS2,0.8,8.6,20.6,27.2,5.7,99,0.021,0.316,3.87,1.3,7.28,0.06,0.042,0.073,8.3,0.897,12.288,8.61E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,308,34005,5.098305053,0.88974106,101.8533017
POLE3S_8_21,8,wet,3,Nearshore,POLE3S,PAIS3,0.4,8.78,21.2,27.6,12.6,108,0.016,2.39,137,1.5,8.17,0.106,-0.002,0.092,9.2,2.28,24.783,0,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,317,29562,4.805639243,0.834471472,50.65248277
POLE3S_10_21,10,wet,3,Nearshore,POLE3S,PAIS3,0.5,8.98,19.7,27.6,8,104,0.01,0.517,15.9,2.1,7.73,-0.005,0.008,0.069,8.3,1.12,16.232,0.001647594,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.1,-0.25,-0.1,-0.25,-0.1,893,53036,6.105515137,0.898585229,248.7089633
POLESOUT_3_19,3,dry,1,Inflow,POLESOUT,LO22,0.4,7.2,23.3,25.9,14.5,102,0.017,1.13,29.2,1.7,9.48,-0.005,-0.002,0.082,8.8,1.42,17.317,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,286,17702,5.174137906,0.91480647,117.6529263
POLESOUT_4_19,4,dry,1,Inflow,POLESOUT,ELIZA2,0.5,0,0,25.8,12.7,89,0.014,0.752,23.8,1.4,8.87,-0.005,0.005,0.084,8.5,1.31,15.595,0.000739443,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,834,96078,6.024920587,0.895734689,230.4524947
POLESOUT_5_19,5,wet,1,Inflow,POLESOUT,LO22,0.5,2.14,24.7,27.8,10.6,98,0.01,0.752,36.2,1.4,8.72,-0.005,0.002,0.072,9,1.61,22.361,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,335,24410,5.20730923,0.895629914,115.9040918
POLESOUT_6_19,6,wet,1,Inflow,POLESOUT,LO22,0.7,0,0,32.8,6.9,108,0.011,0.269,19.6,1.63,9.1,-0.005,-0.002,0.035,8.9,1.1,31.429,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,192,14371,4.679985351,0.890154916,65.9801244
POLESOUT_7_19,7,wet,1,Inflow,POLESOUT,LO310,0.5,0,0,28.3,14.4,83,0.009,0.896,74.4,1.3,9.13,-0.005,-0.002,0.081,9.2,2.4,29.63,0.000337416,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,542,58160,5.37914135,0.854474036,99.54616924
POLESOUT_8_19,8,wet,1,Inflow,POLESOUT,LO8382,0.6,4.06,31.1,29.1,7.9,86,0.014,0.565,74.7,2.1,10.2,-0.005,-0.002,0.048,9.3,2.15,44.792,0.00011307,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,497,46081,5.309534647,0.855191698,95.14418943
POLESOUT_11_19,11,dry,1,Inflow,POLESOUT,ELIZA23,0.9,4.22,20.7,28.9,5.8,88,0.014,0.587,19.5,1.3,9.56,0.012,0.002,0.046,8.8,1.07,23.261,0.005359168,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,660,33240,5.59815866,0.862284636,86.49833861
POLESOUT_1_20,1,dry,2,Inflow,POLESOUT,ELIZA2,0.6,0,0,23.9,6.5,73,0.013,0.484,11.7,1.4,9.25,-0.005,0.002,0.056,8.3,1.01,18.036,0.000387669,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,761,76687,5.791616863,0.872936988,156.181744
POLESOUT_2_20,2,dry,2,Inflow,POLESOUT,ELIZA23,0.8,4.96,24,20,5.9,96,0.009,0.581,25,1.3,11.2,-0.005,0.003,0.049,8.8,1.09,22.245,0.000123839,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,756,35047,5.787690571,0.8732128,158.9655782
POLESOUT_4_20,4,dry,2,Inflow,POLESOUT,UNK,0.3,6.49,26.5,26.4,15.3,108,0.009,0.896,34.3,1.5,10.1,-0.005,0.002,0.079,8.7,1.32,16.709,0,-0.25,-0.25,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,89,15635,3.883085537,0.865092473,27.91699324
POLESOUT_6_20,6,wet,2,Inflow,POLESOUT,UNK,0.3,2.99,28.4,29.7,15,97,0.007,1.3,46.5,1.8,7.48,-0.005,-0.002,0.069,8.9,1.36,19.71,0.000123839,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,114,15141,4.191878325,0.885072357,43.64698207
POLESOUT_7_20,7,wet,2,Inflow,POLESOUT,UNK,0.4,6.94,29.2,32.1,8.6,95,0.023,0.876,93.2,1.2,11,-0.005,-0.002,0.06,9.4,2.27,37.833,8.97E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,378,23518,5.164899088,0.870259674,84.15108834
POLESOUT_8_20,8,wet,2,Inflow,POLESOUT,UNK,0.4,6.09,35.1,31.4,5.1,88,0.01,0.804,66.8,1.1,9.65,-0.005,-0.002,0.072,9,1.74,24.167,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.34,-0.25,-0.25,-0.25,-0.25,513,36755,5.471762875,0.876846314,125.3201256
POLESOUT_9_20,9,wet,2,Inflow,POLESOUT,UNK,0.5,7.59,25.1,31.8,7.6,99,0.01,0.768,77.4,2.3,9.15,-0.005,0.002,0.049,10.6,1.6,32.653,0.000204603,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.48,-0.25,-0.25,-0.25,-0.25,646,80666,5.538782796,0.855965757,104.5165544
POLESOUT_10_20,10,wet,2,Inflow,POLESOUT,UNK,0.6,5.41,18,28.5,4,74,0.013,1.91,42.4,2,8.14,-0.005,-0.002,0.043,8.5,1.26,29.302,0.000615604,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1083,99846,6.127013667,0.8768547,214.6734117
POLESOUT_11_20,11,dry,2,Inflow,POLESOUT,PAIS1,0.4,5.64,13.4,26.4,8.7,58,0.018,2.23,35.9,2.1,8.22,0.072,0.018,0.118,8.2,1.6,13.559,0.000310494,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.49,-0.25,-0.25,-0.25,-0.25,603,45063,5.657410401,0.883705651,158.5080189
POLESOUT_12_20,12,dry,2,Inflow,POLESOUT,PAIS1,0.3,6.82,17.1,22,14.3,76,0.02,0.896,15.5,2.3,9.08,0.181,0.042,0.106,8,1.3,12.264,0.00022614,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,630,50414,5.76985093,0.895144544,195.4067364
POLESOUT_2_21,2,dry,3,Inflow,POLESOUT,PAIS1,0.5,5.52,17.8,23.9,12.7,82,0.012,0.6,34.8,2,12.2,-0.005,0.014,0.054,9,1.2,22.222,0.000393054,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,400,32956,5.270693041,0.87970028,111.931495
POLESOUT_3_21,3,dry,3,Inflow,POLESOUT,PAIS1,0.4,6.8,21.3,19.7,20.1,94,-0.005,1.16,21.9,2.9,9.64,0.088,0.03,0.112,8.6,1.27,11.339,0.000382285,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,782,45945,5.645079258,0.847373514,87.2846495
POLESOUT_4_21,4,dry,3,Inflow,POLESOUT,PAIS3,0.5,6.8,21.4,23.5,10.5,98,0.02,0.688,19.6,2.6,10.5,-0.005,0.018,0.052,8.6,1.18,22.692,0.000412796,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,0.64,-0.25,-0.25,-0.25,-0.25,589,26080,5.622011584,0.881410464,137.5044678
POLESOUT_5_21,5,wet,3,Inflow,POLESOUT,PAIS1,0.4,6.07,22.9,29.7,10.5,94,0.013,2.09,44.5,1.7,8.89,-0.005,0.006,0.091,8.6,1.39,15.275,0.001554267,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,1.6,-0.25,-0.1,-0.25,-0.1,602,48515,5.683059506,0.88794233,171.5175429
POLESOUT_6_21,6,wet,3,Inflow,POLESOUT,PAIS2,0.5,7.45,22.2,29.7,16.1,101,0.011,1.57,48.1,1.3,8.3,-0.005,-0.002,0.104,9,1.62,15.577,0.001656568,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.56,-0.25,-0.1,-0.25,-0.1,635,63653,5.652011381,0.875788628,128.5725282
POLESOUT_7_21,7,wet,3,Inflow,POLESOUT,PAIS1,0.7,5.61,40.1,29.7,5,66,0.041,1.27,43.3,1.2,8.51,0.034,0.005,0.091,8.2,1.61,17.692,0.00022973,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.27,-0.25,-0.1,-0.25,-0.1,476,35181,5.249846375,0.851498876,79.92281922
POLESOUT_8_21,8,wet,3,Inflow,POLESOUT,PAIS2,0.7,7.9,26.3,30.3,3.7,74,0.085,1.2,20.6,1.5,5.89,0.059,0.023,0.102,7.6,1.71,16.765,0.001161213,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,428,65447,5.099219128,0.841577067,68.36951442
POLESOUT_9_21,9,wet,3,Inflow,POLESOUT,PAIS3,0.6,7.93,22,31,4.6,83,0.012,0.728,29.3,1.8,8.06,-0.005,-0.002,0.071,8.2,0.984,13.859,0.000897383,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,791,48112,5.957127876,0.892681236,186.2116738
POLESOUT_10_21,10,wet,3,Inflow,POLESOUT,PAIS3,0.8,5.38,14.3,30,3.7,51,0.011,0.584,21.2,2,9.01,-0.005,0.002,0.056,8.6,1.21,21.607,0.000944046,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,713,45549,5.801554672,0.883106946,170.2975237
RITTAE2_3_19,3,dry,1,Nearshore,RITTAE2,LO22,0.3,10.9,22.7,23.5,49,104,0.015,0,8.33,1.2,8.12,0.383,0.067,0.176,8.3,1.83,10.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,13798,4.837404799,0.869930185,60.5453729
RITTAE2_4_19,4,dry,1,Nearshore,RITTAE2,LO22,0.2,0,0,22.8,36.4,112,0.011,0,10.8,1.2,8.44,0.375,0.064,0.172,8.2,1.98,11.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,16091,5.097036786,0.900065752,100.3350366
RITTAE2_6_19,6,wet,1,Nearshore,RITTAE2,LO22,0.9,0,0,31,2.6,103,0.01,0,1.69,0.9,8.2,-0.005,0.006,0.031,9,0.795,25.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,25413,4.02680869,0.855034052,34.69593373
RITTAE2_7_19,7,wet,1,Nearshore,RITTAE2,LO310,1,0,0,29.1,2.5,95,-0.005,0,3.33,1,8.08,-0.005,-0.002,0.029,8.6,0.788,27.172,0.000129223,0,0,0,0,0,0,0,0,0,0,0,0,0,270,36581,4.750192928,0.848487835,60.51605519
RITTAE2_8_19,8,wet,1,Nearshore,RITTAE2,ELIZA2,1.1,3.71,23.6,28.3,1.9,99,0.012,0,2.4,1.1,7.63,-0.005,0.005,0.03,8.3,0.835,27.833,0.000227935,0,0,0,0,0,0,0,0,0,0,0,0,0,503,104721,4.782111411,0.76875526,50.95366034
RITTAE2_11_19,11,dry,1,Nearshore,RITTAE2,ELIZA23,0.7,10.5,24.9,26.5,8,107,0.035,0,11.5,1.4,7.34,0.211,0.056,0.098,8.1,1.23,12.551,0.000752007,0,0,0,0,0,0,0,0,0,0,0,0,0,775,33192,5.735299378,0.862079882,135.4126425
RITTAE2_12_19,12,dry,1,Nearshore,RITTAE2,ELIZA23,0.5,0,0,17,9.8,109,0.012,0,16.9,1.3,9.68,-0.005,-0.002,0.063,8.4,1.19,18.889,0.000708932,0,0,0,0,0,0,0,0,0,0,0,0,0,596,22494,5.773699936,0.903518386,189.0216793
RITTAE2_1_20,1,dry,2,Nearshore,RITTAE2,ELIZA2,0.4,0,0,22.8,12.8,112,0.016,0,9.5,1.2,7.77,0.313,0.04,0.085,8.2,1.24,14.588,0.000409206,0,0,0,0,0,0,0,0,0,0,0,0,0,551,53016,5.406966499,0.85665299,114.2221245
RITTAE2_2_20,2,dry,2,Nearshore,RITTAE2,ELIZA23,0.5,8.47,25.2,18.4,13.7,103,0.018,0,7.82,0.8,9.16,0.358,0.048,0.101,8.2,1.57,15.545,0.008121312,0,0,0,0,0,0,0,0,0,0,0,0,0,779,66285,5.380684049,0.808151866,81.94890403
RITTAE2_3_20,3,dry,2,Nearshore,RITTAE2,ELIZA3,0.25,8.97,26.4,20.3,26.1,112,0.015,0,12.5,1.1,8.76,0.24,0.04,0.116,8,1.56,13.448,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,149,37975,4.373478637,0.874005908,48.94433802
RITTAE2_4_20,4,dry,2,Nearshore,RITTAE2,UNK,0.8,9.16,28.3,25.6,4.1,112,0.005,0,1.98,0.8,8.24,-0.005,0.021,0.046,8.6,0.872,18.957,9.33E-05,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,215,20696,4.503308795,0.838505364,51.68362399
RITTAE2_8_20,8,wet,2,Nearshore,RITTAE2,UNK,1,7.76,24,30.1,3.8,103,0.01,0,17,1.3,6.76,0.043,0.015,0.052,8.2,1,19.231,0.000143581,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.49,393,27035,5.274903218,0.88300491,116.7946872
RITTAE2_9_20,9,wet,2,Nearshore,RITTAE2,UNK,0.6,7.98,19.4,28,3.8,102,0.006,0,15,1.3,7.4,0.009,0.017,0.05,8,1.02,20.4,0.000127428,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,515,41251,5.582967832,0.894109322,160.10933
RITTAE2_10_20,10,wet,2,Nearshore,RITTAE2,UNK,0.3,9.06,19,27.5,17.2,98,0.009,0,12.6,1.7,7.4,0.239,0.049,0.11,8,1.42,12.909,0.000138197,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,1111,62977,6.245476839,0.89055508,187.2142456
RITTAE2_11_20,11,dry,2,Nearshore,RITTAE2,PAIS1,0.4,11.3,18.4,23.4,22.2,105,0.016,0,10.4,2.3,8.01,0.17,0.09,0.172,8.1,1.97,11.453,8.61E-05,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,974,65293,6.002248714,0.872240947,124.4059801
RITTAE2_12_20,12,dry,2,Nearshore,RITTAE2,PAIS1,0.4,9.71,21,21,14.1,100,0.018,0,7.45,1.1,8.83,0.248,0.077,0.127,8.2,1.13,8.898,0.001627852,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,315,27655,5.061224004,0.879819225,96.56281458
RITTAE2_1_21,1,dry,3,Nearshore,RITTAE2,PAIS1,0.2,9.58,21.4,18.6,25.6,102,0.006,0,7.75,2,9.04,0.298,0.063,0.147,8.2,1.85,12.585,0.000473818,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,662,47286,5.420673639,0.834557662,72.65895335
RITTAE2_2_21,2,dry,3,Nearshore,RITTAE2,PAIS1,0.2,8.2,19.9,21.6,12,92,0.007,0,12.3,1.4,9.21,0.274,0.054,0.085,8.4,1.22,14.353,0.001688874,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,330,24224,4.858572091,0.83781591,67.0988561
RITTAE2_3_21,3,dry,3,Nearshore,RITTAE2,PAIS1,0.3,9.05,22.4,19.4,34.4,102,0.008,0,7.18,1.5,9.03,0.368,0.072,0.169,8.2,1.72,10.178,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,727,40797,5.751937398,0.872970342,116.7961968
RITTAE2_4_21,4,dry,3,Nearshore,RITTAE2,PAIS3,0.4,9.78,22.6,21.3,18.1,96,0.009,0,4.83,1.7,8.42,0.389,0.077,0.131,8.3,1.29,9.847,0.00011666,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,591,30127,5.463885164,0.856164632,111.5960101
RITTAE2_5_21,5,wet,3,Nearshore,RITTAE2,PAIS1,0.4,10.1,22.2,28,10.5,104,0.008,0,15.8,1.6,7.22,0.007,0.038,0.102,8.4,0.705,6.912,0.006726779,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.1,435,40908,5.057259557,0.832423294,57.84936101
RITTAE2_6_21,6,wet,3,Nearshore,RITTAE2,PAIS2,0.4,10.6,23.3,27.9,11,108,0.025,0,7.35,1.1,6.05,0.077,0.055,0.106,8.1,1.3,12.264,0.000349979,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.1,396,46014,5.055814873,0.845254098,73.78553572
RITTAE2_7_21,7,wet,3,Nearshore,RITTAE2,PAIS2,0.7,10.4,18.6,27.1,7.4,104,0.031,0,4.03,1.25,7.25,0.098,0.05,0.084,8.2,1.03,12.262,0.00011307,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.1,426,45624,5.25362222,0.867730589,92.10196594
RITTAE2_8_21,8,wet,3,Nearshore,RITTAE2,PAIS3,0.4,5.02,21.8,28,14.2,99,0.014,0,114,1.5,8.2,0.023,-0.002,0.061,9.4,2.13,34.918,3.05E-05,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.1,327,41120,4.621720027,0.798230021,34.53267971
RITTAE2_10_21,10,wet,3,Nearshore,RITTAE2,PAIS3,0.5,9.04,17.8,27.4,6.6,108,0.01,0,21.7,2,7.65,-0.005,0.002,0.052,8.2,1.22,23.462,0.000683805,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.1,850,51311,6.08650024,0.902340544,249.4142172
S308_3_19,3,dry,1,Pelagic,S308,LO22,0,0,0,22.8,47.4,112,0.012,0.312,5.46,0,7.15,0.365,0.07,0.156,8.4,1.35,8.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,23499,5.084117754,0.852161031,67.38034301
S308_4_19,4,dry,1,Pelagic,S308,ELIZA2,0,0,23.3,25.6,28.8,106,0.031,0.488,10.3,0,7.17,0.37,0.066,0.148,8,1.45,9.797,8.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,966,86429,6.090909995,0.886187226,206.6462279
S308_5_19,5,wet,1,Pelagic,S308,LO22,0,0,0,26.6,0,118,0.018,1.18,16,0,6.72,0.432,0.068,0.283,8,2.18,7.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,28010,5.379551073,0.890616593,122.4085696
S308_6_19,6,wet,1,Pelagic,S308,ELIZA2,0,0,0,30.2,61.9,117,0.032,2.21,38.4,0,5.77,0.015,0.048,0.204,8.3,1.67,8.186,0.037406493,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,102285,5.566542291,0.803649806,24.79544886
S308_7_19,7,wet,1,Pelagic,S308,LO310,0,0,23.7,28.5,53.1,132,0.037,2.45,47.7,0,5.23,0.042,0.049,0.227,8,2.1,9.251,0.002742401,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,44077,6.233570869,0.90240181,273.1838133
S308_9_19,9,wet,1,Pelagic,S308,NOAA,0,0,0,30.8,54.1,79,0.031,2.22,50.8,0,4.83,0.297,0.038,0.247,8,2.1,8.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,11306,5.016649195,0.925489679,108.5074106
S308_10_19,10,wet,1,Pelagic,S308,LO310,0,0,25.4,26.7,26.3,108,0.039,0.432,6.39,0,5.6,0.156,0.074,0.176,8,1.49,8.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,13777,5.387582571,0.876858691,111.7113444
S308_11_19,11,dry,1,Pelagic,S308,ELIZA23,0,0,0,26.3,32.8,137,0.033,0.656,8.78,0,6.34,0.394,0.092,0.176,8.1,1.5,8.523,6.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,930,44940,6.049983788,0.885123688,190.7174518
S308_12_19,12,dry,1,Pelagic,S308,ELIZA23,0,0,0,22,130,116,0.05,2.46,15.3,0,7.66,0.423,0.054,0.346,8.2,3.03,8.757,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,266,15080,4.689148291,0.839822941,59.46406448
S308_1_20,1,dry,2,Pelagic,S308,ELIZA2,0,0,25.1,21.6,26.5,104,0.014,0.352,3.55,0,8.59,0.466,0.133,0.15,8,1.48,9.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,36414,5.563534235,0.889074748,124.3928854
S308_2_20,2,dry,2,Pelagic,S308,ELIZA23,0,0,0,19.6,55.5,123,0.009,0.416,3.85,0,8.73,0.506,0.064,0.176,8,1.62,9.205,0.000477407,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,81193,5.967998431,0.845577321,121.9718057
S308_3_20,3,dry,2,Pelagic,S308,ELIZA3,0,0,0,18.8,60.4,108,0.019,0.424,7.83,0,8.85,0.478,0.084,0.213,8.2,1.76,8.263,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,114,28279,3.085622693,0.651497763,5.624657905
S308_4_20,4,dry,2,Pelagic,S308,UNK,0,0,26.6,24.5,39.2,107,0.043,1.15,15.2,0,7.46,0.231,0.059,0.154,8.2,1.41,9.156,0.000104096,-0.25,0.8,-0.25,0,0,0,5.2,-0.25,28,-0.25,-0.25,-0.25,-0.25,774,23056,5.897925336,0.886696475,140.5801608
S308_5_20,5,wet,2,Pelagic,S308,UNK,0,0,0,25.4,35.2,108,0.013,1.02,16,0,7.86,0.314,0.075,0.175,8.3,1.47,8.4,0.001396327,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,108,16662,4.05853152,0.866812851,35.39071405
S308_6_20,6,wet,2,Pelagic,S308,UNK,0,0,0,29.4,10.7,161,0.095,0.254,9.67,0,5.61,0.096,0.223,0.16,7.3,1.33,8.313,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,164,19137,4.624767023,0.906840814,74.0670237
S308_7_20,7,wet,2,Pelagic,S308,UNK,0,0,31.8,30,17.2,162,0.152,0.78,4.38,0,4.23,0.118,0.154,0.251,7.4,1.38,5.498,3.59E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,411,16289,5.32185344,0.884235443,98.16662258
S308_8_20,8,wet,2,Pelagic,S308,UNK,0,0,0,29.4,8,167,0.11,0.521,4.09,0,4.12,0.116,0.108,0.155,7,1.07,6.903,0.000552788,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1134,52701,6.36143787,0.904447573,313.3316675
S308_9_20,9,wet,2,Pelagic,S308,UNK,0,0,0,28.1,16,74,0.089,2.3,14,0,3.9,0.267,0.054,0.129,7.4,1.52,11.783,0.000396643,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1158,71647,6.356955403,0.901127049,291.4264263
S308_10_20,10,wet,2,Pelagic,S308,UNK,0,0,0,26.5,49.8,103,0.011,0.688,4.18,0,6.59,0.366,0.066,0.162,8,1.4,8.642,0.000148965,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,884,69659,5.849736707,0.862226211,114.406332
S308_11_20,11,dry,2,Pelagic,S308,PAIS1,0,0,22.4,26.3,31.4,114,0.012,0.36,8.68,0,6.23,0.303,0.059,0.132,8.2,1.25,9.47,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,1,-0.25,-0.25,-0.25,-0.25,1297,62356,6.671660387,0.93078097,453.6469645
S308_12_20,12,dry,2,Pelagic,S308,PAIS3,0,0,0,17.8,52.3,102,0.011,0.464,4.53,0,9.04,0.382,0.066,0.167,7.9,1.45,8.683,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,900,48460,5.799231034,0.852527858,109.7321706
S308_1_21,1,dry,3,Pelagic,S308,PAIS1,0,0,21.2,16.7,92.9,118,0.027,0.672,6.5,0,9.34,0.472,0.067,0.229,8,1.82,7.948,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,889,50895,6.00129822,0.883830969,168.3041948
S308_2_21,2,dry,3,Pelagic,S308,PAIS1,0,0,0,18.8,66.7,105,0.011,1.17,27.3,0,8.92,0.435,0.059,0.142,8.1,1.81,12.746,0,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,470,34683,5.197630192,0.844767756,79.18262241
S308_3_21,3,dry,3,Pelagic,S308,PAIS1,0,0,0,19.4,205,139,0.005,2.43,16,0,8.55,0.434,0.08,0.491,8.2,3.48,7.088,0,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,582,39140,5.513947688,0.866091775,119.1122522
S308_4_21,4,dry,3,Pelagic,S308,PAIS3,0,0,22.6,20.2,84.9,113,0.011,0.629,6.36,0,6.53,0.105,0.097,0.389,8.1,3.26,8.38,1.62E-05,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,0.27,-0.25,-0.25,-0.25,-0.25,608,32051,5.41576305,0.844869781,94.41213288
S308_5_21,5,wet,3,Pelagic,S308,PAIS3,0,0,0,27.4,60.6,102,0.02,2.46,116,0,6.28,-0.005,0.035,0.225,8.2,2.06,9.156,0.059451592,0.1,-0.5,-0.25,0,-0.25,-0.25,0.21,-0.1,15,-0.25,-0.1,-0.25,-0.1,641,74859,3.765320519,0.582593742,5.449348774
